esperanto,english,cefr_level,is_suspicious
"Se ni prenas plian specimenon de 25 tasoj, ni facile povus atendi valorojn kiel 250 aŭ 251. 1 gramoj.","If we take another sample of 25 cups , we could easily expect to find values like 250.4 or 251.1 grams .",B1,False
Sur kovertoj kaj poŝtkartojn oni ofte presis kvar kvadratajn skatolojn en la oranĝa inko ĉe la malsupro de la poŝtkodoj .,On envelopes and postcards there are often four square boxes printed in orange ink at the bottom right for the postcode numbers .,B1,False
Kapitaleco estas sekura formo de ekzercoj kiam la movado estas regata kaj atente difinita .,Weight training is a safe form of exercise when the movements are controlled and carefully defined .,B1,False
"La Graseco estas sekura ekzerco, kiam la movado malrapidas, regata kaj singarda.","Weight training is a safe kind of exercise when the motion is slow , controlled , and careful .",B1,False
En la dua sezono la formo de la spektaklo draste ŝanĝiĝis.,"In the second season , the format of the show changed drastically .",B1,False
La prelego daŭris kvardek minutojn kaj 14 sekundojn kaj enhavis 5154 vortojn .,The speech lasted 40 minutes and 14 seconds and contained 5154 words .,B1,False
Ekzistas specio sur la kontrollisto .,There are species on the checklist .,B1,False
"Ekzistas specio sur la kontrollisto , kiu komenciĝas malsupre kaj daŭras en pluraj partoj .","There are species on the checklist , which is begun below and continues in several parts .",B1,False
Li laboris kun gravaj sciencaj figuroj kaj vojaĝantoj pri kiuj ili daŭre anstataŭis iliajn studojn.,He worked with major scientific figures and travelers on projects involving their studies .,B1,False
"Krome, ekzistas 19-uloj kaj unu afikte membro .","In addition , there are 19 associate members and one affiliate member .",B1,False
La malo de stara ekiro estas ruliĝanta lanĉo .,The opposite of a standing start is a rolling start .,B1,False
La alternativo por staradi estas ruliĝanta lanĉo .,The alternative to a standing start is a rolling start .,B1,False
En la 15-a jarcento la unuaj eŭropanoj venis al la regiono .,"In the 15th century , the first Europeans came to the area .",B1,False
"Oni antaŭe mortis pro pulma kancero en Nov-Jorko la 25-an de novembro, 1974 .","U Thant died of lung cancer in New York on November 25 , 1974 .",B1,False
Pli ol 25-jaraĝa jaro mortis pro pulmokancero en Novjorko en la 25-a de novembro 1974.,Thant died of lung cancer in New York on 25 November 1974 .,B1,False
"La profesoroj nun tenas siajn lokojn dum tri jaroj, pli ampleksante por kvara jaro.","The professors currently hold their positions for three years , extendable for a fourth year .",B1,False
"Peret mortis en Barcelono en 2014 pro pulma kancero , maljuna 79.","Peret died in Barcelona in 2014 from lung cancer , aged 79 .",B1,False
"Peret mortis en Barcelono, Hispanujo el pulmo kancero , maljuna79.","Peret died in Barcelona , Spain from lung cancer , aged 79 .",B1,False
Kelkaj el tiuj temoj diskutiĝis antaŭ .,Some of these topics have been discussed before .,B1,False
Kelkaj el tiuj temoj estis diskutitaj antaŭe.,Some of these topics had been discussed before .,B1,False
En la sekvantaj jaroj kelkaj libroj ĉeestas de eksterlandaj eldonistoj estis konfiskitaj de egiptaj aŭtoritatoj .,In following years a number of books presented by foreign publishers have been seized by Egyptian authorities .,B1,False
Post jaroj kelkaj libroj el fremdaj eldonistoj estis faritaj de egiptaj aŭtoritatoj .,In later years a number of books from foreign publishers have been taken by Egyptian authorities .,B1,False
La sekva tablo elstaras el la miloj da konstruoj el la plej gravaj piramidoj.,The following table lays out the dates of construction of most of the major pyramids .,B1,False
La sudo evoluigis agrikulturan ekonomion.,The South developed an agricultural economy .,B1,False
"Amuzimento de parkoj, kiujn oni povas movi per 4 - cerba motoroj aŭ elektraj motoroj.",Amusement park go-karts can be powered by 4 - stroke engines or electric motors .,B1,False
Grommerch evoluigis mamkanceron en 2007 .,Grommerch developed breast cancer in 2007 .,B1,False
"La buŝo estas tuj malantaŭ la kapo, ĉe la parto de la korpo.","The mouth is just behind the head , on the underside of the body .",B1,False
En oktobro 2015 la distriktoj estis abolitaj.,"In October 2015 , the districts were abolished .",B1,False
"Tiu tekniko jam delonge estis uzata por produkti flekseblan metalfadenon, desegni la materialon tra serio de truoj de malkreska grandeco.",This technique has long been used to produce flexible metal wire by drawing the material through a series of holes of decreasing size .,B1,False
"La elekto en la NHL EL Ennet- ero estas difinita per kombinaĵo de loterio, la normala sezono staranta kaj fina rezulto.","The selection order in the NHL Entry Draft is determined by a combination of lottery , regular season standing , and playoff results .",B1,False
"Malncepta ordo en la ero estas difinita per kombinaĵo de loterio, regula sezono, kaj ludasffajn rezultojn.","Draft order in the Entry Draft is determined by a combination of lottery , regular season standing , and playoff results .",B1,False
Post ricevo de la albumo estas ĉefe pozitiva.,Later reception of the album has been mostly positive .,B1,False
"Je la 26a de septembro 1904, li mortis pro kora malsukceso.","On 26 September 1904 , he died of heart failure .",B1,False
"En la 26a de septembro 1904, li mortis kun kora malsukceso en la aĝo de 54 jaroj.","On 26 September 1904 , he died of heart failure at the age of 54 years .",B1,False
Administrado de librotenistoj havas duoblan raportadon kun rilato .,Management accountants have a dual reporting relationship .,B1,False
La urbo estis fondita en 1888 kaj en kompaniita urbo en 1875 .,The town was founded in 1828 and incorporated as a city in 1875 .,B1,False
"En kvar mil ŝtatoj, la infano rajtas komenci malbonan vivon kontraŭ damaĝoj.","In four U.S. states , the child is allowed to start a wrongful life cause of action for damages .",B1,False
La blanka vosto - aglo estas tre granda birdo.,The white - tailed eagle is a very large bird .,B1,False
"La legilo povas esti analogana aŭ cifereca, kaj modernaj instrumentoj havas komunikaĵojn kun komputilo aŭ reto.","The readout can be analog or digital , and modern instruments have communications with a computer or network .",B1,False
Granda morto de kancero en Novjorko la 28-an de oktobro 2017 en la aĝo de 744 jaroj.,"Large died of cancer in New York City on October 28 , 2017 at the age of 74 .",B1,False
"En la unuaj du jaroj de la biblioteko, 75 volumoj estis aĉetitaj , kaj 150 volukredoj donacis .","In the first two years of the library , 75 volumes were purchased , and 150 volumes were donated .",B1,False
"Swi mortis hejme je la unua de februaro 2019, post mallonga malsano, je ok tagoj antaŭ sia 8-3a naskiĝtago.","Swift died at home on 1 February 2019 , following a short illness , eight days before his 83rd birthday .",B1,False
Kartumado ĝenerale estas akceptita kiel la plej ekonomia formo de motoroj havebla sur kvar radoj.,Kart racing is generally accepted as the most economic form of motorsport available on four wheels .,B1,False
Kartumado ĝenerale estas akceptita kiel la plej ekonomia formo de motorsportoj havebla .,Kart racing is generally accepted as the most economic form of motorsport available .,B1,False
"Tamen, lastatempa esploro montras, ke la varmega akpo sin mem eble movis per tempo .","However , recent research shows that the hotspot itself may have moved with time .",B1,False
"Ĵusa esploro montras, ke la varmega napo mem povas moviĝi per tempo .",Recent research shows that the hotspot itself may have moved with time .,B1,False
tropika ondo forvagis la okcidentan marbordon de Afriko en la 12-a de septembro.,A tropical wave moved off the western coast of Africa on September 12 .,B1,False
La filmo ricevis tre pozitivajn recenzojn.,The movie got very positive reviews .,B1,False
Lastaj eldonoj koncentriĝis pri rekordantoj de homaj konkurantoj.,Recent editions have focused on record feats by human competitors .,B1,False
Lastaj eldonoj fokusiĝis pri rekordaj konkurantoj.,Recent editions have focused on record feats by person competitors .,B1,False
"La dua sezono prezentis novan formon, kiu inkluzivas novajn signojn kaj pli originalan muzikon.",The second season introduced a new format that includes new signs and more original music .,B1,False
"La dua sezono havas novan aranĝon, kiu inkluzivas novajn signojn kaj aliajn originalajn muzikon.",The second season has a new layout that includes new signs and more original music .,B1,False
"La plej grandaj bestoj kutime manĝas unue , dum la malpli grandaj manĝas poste.","The largest animals usually eat first , while the smaller ones eat later .",B1,False
La poemo estas dividita en kvin partojn.,The poem is divided into five parts .,B1,False
Liaj prelegoj ofte daŭris tri aŭ kvar horojn.,His lectures frequently lasted for three or four hours .,B1,False
CHAP skribas ankaŭ en pluraj hispanaj kaj francaj filmoj.,Chaplin has also acted in several Spanish and French films .,B1,False
Aliaj distancoj kelkfoje iras aparte en la domo.,"Other distances are sometimes run , particularly indoors .",B1,False
"Aliaj distancoj kuras, aparte en la domo, sed fojfoje ekstere ekstere.","Other distances are run , particularly indoors but occasionally outdoors .",B1,False
Regulaj eventoj kaj arto instaloj estas eblo de la insulo .,Regular events and art installations are a feature of the island .,B1,False
Regulaj eventoj kaj arto ofte okazas sur la insulo .,Regular events and art shows are often held on the island .,B1,False
"Colaĝi estas, kiam objekto malvarmiĝas, aŭ pli malaltas en temperaturo.","Cooling is when an object gets cold , or lowers in temperature .",B1,False
La albumo estis bone akceptita de muzikaj kritikantoj.,The album was well received by music critics .,B1,False
Kelkaj taktikoj estas uzataj por gajni rason.,A number of tactics are used to win a race .,B1,False
"Unu semajnon post la influo, manĝaĵo estas en tre mallonga provizo de la tuta planedo .","A week after impact , food is in very short supply across the entire planet .",B1,False
Paperklipkoj uzeblas por preni seruron.,Paper clips can be used to pick a lock .,B1,False
La krabroj estas preparitaj kaj manĝitaj en la tuta mondo.,Crabs are prepared and eaten all over the world .,B1,False
La krabroj estas preparitaj kaj manĝiĝas kiel plado en multaj diversaj manieroj en la tuta mondo.,Crabs are prepared and eaten as a dish in many different ways all over the world .,B1,False
"La unuaj du estis malofte uzataj, escepte de kliperaj ŝipoj en la lumo.",The first two were rarely used except by clipper ships in light winds .,B1,False
La unuaj du estis malofte uzataj krom per lipperaj ŝipoj en la lumo kaj kutime komencis flugi .,The first two were rarely used except by clipper ships in light winds and were usually set flying .,B1,False
Post multaj koncertoj la grupo reiris al Svedio kaj komencis skribi kantojn por sia sekva albumo.,"After many concerts , the band went back to Sweden and began writing songs for their next album .",B1,False
La paraŝutado estis kompleta fiasko.,The parachute drop was a complete failure .,B1,False
Kancero ekzistas por ĉiu homa historio.,Cancer has existed for all of human history .,B1,False
Kancero estas ĉirkaŭ multaj miloj da jaroj.,Cancer has been around for many thousands of years .,B1,False
Liaj verkoj estas multaj.,His works are numerous .,B1,False
"Kvankam usonaj ĉeloj kutime kapablis rapide atingi novajn trupojn, la anstataŭantoj malofte havis sufiĉe da trejnado.","Although American units were usually able to get new troops quickly , the replacements rarely had enough training .",B1,False
La filmo miksiĝis kaj pozitivaj recenzoj el kritikistoj.,The movie got mixed and positive reviews from critics .,B1,False
La rendimento- ŝanĝoj estis plenumitaj al rapido de taskoj tra subtenataj iOSS-aparatoj.,Performance changes were made to speed up tasks across supported iOS devices .,B1,False
"Antaŭ ol la stacidomo estis konstruita , oni nomis ĝin Muzeo.","Before the station was built , it was named Museum .",B1,False
