esperanto,english,cefr_level
Sur la kanada flago eblas trovi ruĝan mapon.,A red maple leaf can be found on the Canadian flag .,B1
Mi lasis mian monujon en mia alia pantalono.,I left my wallet in my other pants .,B1
"Li sciis, ke li devis fari kroman laboron por kromaj punktoj.",He knew he had to do extra work for extra points .,B1
Mi ne vidis iun ajn el ili lastatempe.,I have n't seen either of them recently .,B1
"Mi provis haltigi la aŭton, sed la vojo estis malseka.",I tried to stop the car but the road was wet .,B1
Ne eblas fini la taskon ĉar estas tiom da tempo - konsumas ĝin.,The assignment is impossible to finish because it 's so time - consuming .,B1
Mi trovis malfacile skribi la eseon en malpli ol semajno.,I found it difficult to write the essay in less than a week .,B1
"Ili ĉiuj pensis ke Lily ne ŝatas ĉiujn, ĉar ŝi estis tiel malafabla.",They all thought Lily disliked everyone because she was so unfriendly .,B1
Laboroj ne plu prenas siajn poŝtelefonojn al Ĉinio.,Businessmen do n't take their cellphones to China anymore .,B1
Bonvolu telefoni al la tubisto hodiaŭ.,Please call the plumber today .,B1
Amelia Earha estis unu el la unuaj virinoj sxipestroj.,Amelia Earhart was one of the first women pilots .,B1
"Se ili estus vendotaj, mi aĉetus pli ol unu.","If they were on sale , I would buy more than one .",B1
"Vi devas resti ĉi tie kaj atendi, ke viaj gepatroj venu.",You must stay here and wait for your parents to come .,B1
Ŝtalo estas forta sed peza.,Steel is strong but heavy .,B1
Li aĉetis antikvan teleron por sia patro.,He bought his father an antique plate .,B1
Mi laboras kiel 911-a funkcio.,I work as a 911 emergency operator .,B1
"Mi ne kredas, ke li povos trapasi ĉi tiun vintron.",I do n't think that he will be able to make it through this winter .,B1
La bushaltejo estis plenplena de la lacaj homoj.,The bus stop was crowded with tired people .,B1
Lia edzino bakas bongustajn tortojn kaj tortojn.,His wife bakes delicious pies and cakes .,B1
Antaŭ 30 jaroj estis nur cent lernantoj en ŝia universitato.,Thirty years ago there were only a hundred students at her college .,B1
"La nordaj Kornoj faras minacojn tiel longe, kiel mi povas memori ĝin.",The North Koreans have been making threats for as long as I can remember .,B1
"Larry asertas, ke li vidis aglon.",Larry claims he saw an eagle .,B1
"Jim estis surprizita, sed ĝojis vidi sian mezan amikon en sia nova fakultato.",Jim was surprised but glad to see his middle school friend at his new college .,B1
Ŝi almetis balzamon sur sekajn lipojn.,She put lip balm on her dry lips .,B1
"Lisa tiel ĉagreniĝis, ke ŝi ne povis ĉeesti en la klaso .",Lisa was so upset that she could n't attend class .,B1
La seka vetero tenas la sekan kampon.,The dry weather keeps the fields barren .,B1
"Estis tiu sperto, kiu igis John ŝanĝi sian plej grandan de la filmo al matematiko.",It was that experience that caused John to change his major from film to mathematics .,B1
Li dokumentos sian vojaĝon kun fotoj .,He is documenting his journey with photos .,B1
"Ĉiu foto kaptiĝas momenton, kiam okazis io mirinda.",Each photo captures a moment when something amazing happened .,B1
"La popolo venas labori hodiaŭ, aspektis laca.",The people coming to work today looked tired .,B1
Miaj vegetaranoj ĝuas manĝi vegetaranoburgojn.,My vegetarian friend enjoys eating vegetarian hamburgers .,B1
Li tiel maltrankvilas la tutan tempon.,He is so anxious all the time .,B1
"Kelkaj homoj, kiuj vivas en okupitaj urboj, ofte preferas fari ekscitajn agadojn dum la semajnfino.",Some people who live in busy cities often prefer doing exciting activities during the weekend .,B1
"Se mi scius, kiel ŝi sentis, mi parolus kun ŝi antaŭ longa tempo.","If I had known how she felt , I would have talked with her a long time ago .",B1
La kakia kakia kakia kakia pantalono nomiĝas kakia kakia.,Casual khaki colored pants are called khakis .,B1
Ne ĉiuj miaj amikoj estas fidindaj.,Not all of my friends are reliable .,B1
Li malofte parolas en la hispana klaso .,He rarely speaks in Spanish class .,B1
Vi devas porti fajregon al vespermanĝo.,You need to wear a blazer to dinner .,B1
William trovas literaturon fascina.,William finds literature fascinating .,B1
La studentoj esperis plialtigi monon por sia teamo .,The students hoped to raise money for their team .,B1
La novedzino surhavis simplan robon.,The bride wore a simple dress .,B1
Monoprovizoj devas stari sur siaj piedoj dum la tuta tago.,Cashiers must stand on their feet all day .,B1
"Se vi iris eksteren nun, vi frostos.","If you went outside now , you 'd freeze .",B1
La araneo kaj ĝia interreto videblas de la fenestro.,The spider and its web could be seen from the window .,B1
La leĝo ne permesas al ni fari tiujn tipojn plu.,The law does not allow us to make those kinds of deals anymore .,B1
"Mia fratino petis min veni al Florido por helpi ŝin, kiam ŝia malsana edzo mortas.",My sister asked me to come to Florida to help her when her sick husband dies .,B1
"La viro prenis plurajn ostaĝojn, kiujn li mortigis.",The man took several hostages whom he killed .,B1
"Mi daŭre pensas, ke se mi estus alvokinta ŝin nur pli frue, ŝi eble ankoraŭ vivas.","I keep thinking that if I had only called her sooner , she might still be alive .",B1
Ni serĉas bonan lokon por ferii.,We are looking for a good place to go on vacation .,B1
La kelnero verŝis mian supon.,The waiter spilled my soup .,B1
Kial kartonaj estas kutime brunaj?,Why is cardboard usually brown ?,B1
"Ŝi restis en kontakto kun ĉiuj siaj amikoj dum la ferioj, tiel ke ŝi ĉiam sciis, kio okazas al ĉiuj.",She kept in touch with all of her friends during the holiday so she always knew what everyone was up to .,B1
Estis butiksako apud la pordo.,There was a shopping bag next to the door .,B1
"Mi petis la busŝoforon diri al mi, kiam mi eliru.",I asked the bus driver to tell me when to get off .,B1
"Kiam la parado atingis la finon de sia vojo, la homoj komencis plori.","When the parade reached the end of its route , the people began to shout .",B1
La homoj veturis rapide sur la ventovervojn.,People drove fast on the winding mountain roads .,B1
Post piedpilka praktiko mia kruro subite komencis dolori.,"After soccer practice , my leg suddenly started hurting .",B1
"Ĉiam tenu lian manon, kiam vi iradas kun via malgranda frato.",Always hold his hand when you walk with your little brother .,B1
Ni esperas renkonti la malfacilecon kaj iri skii kune.,We hope to meet at Whistler and go skiing together .,B1
Mi provis malfacile atingi la bazopilkan teamon .,I tried hard to get onto the baseball team .,B1
"Mi deziras, ke tiuj politikistoj estu pli bonaj por fari leĝojn.",I wish those politicians were better at making laws .,B1
Ĝi estis terura periodo en historio.,It was a terrible period in history .,B1
"Neniu povis manĝi siajn vespermanĝojn, sciante, ke la knabinoj perdiĝis ekstere en la malvarmo.",No one was able to eat their dinners knowing the girls were lost outside in the cold .,B1
Burgnaj vestoj kutime brunas.,Burlap clothes are usually brown .,B1
Ĉu via ĉemizo estas farita el burapce?,Is your shirt made from burlap ?,B1
"Liaj notoj ne estas tiel altaj, kiel ili iam estis.",His grades are not as high as they once were .,B1
Mi forĵetis ĉiujn ĉi neutilajn aĵojn.,I 'm throwing out all these useless things .,B1
Mi farbis la murojn eburaj koloroj.,I painted the walls an ivory color .,B1
Ŝi eble havos bonvenan feston por sia fratino .,She may be having a welcome party for her step sister .,B1
"La instruisto estis trankvila kaj precize sciis, kion fari, kiam la gepatro ĉagrenis lin telefone.",The teacher was calm and knew exactly what to do when the upset parent called him on the phone .,B1
"Se mi scius ŝin, mi dirus ĝin al vi.","If I had known her , I 'd tell you .",B1
La registaro permesas al iuj apliki sin por laboro permesos.,The government allows some people to apply for work permits .,B1
Pluraj oficistoj renkontiĝis por diskuti la politikon .,Several officials met to discuss the policy .,B1
"""Ni haltu ĉe la banko survoje, ĉar mi havas monon por deponi.""",Let 's stop at the bank on the way because I have money to deposit .,B1
Mia kuracisto ofte diras al mi ekvilibron pri laboro kaj ludo.,My doctor often tells me to balance work and play .,B1
"Se ili provus ŝteli ĝin, ili estus kaptitaj sur kamerao.","If they tried to steal it , they 'd be caught on camera .",B1
"""Estas 80-a ŝanco, ke ŝi eble havas ĝemelojn.""",There 's an 80 % chance that she might be having twins .,B1
"Vi povas ĝustigi vian horaron, por ke vi povu trovi ekvilibron inter akademiaj kaj libera tempo .",You may need to adjust your schedule so you can find a balance between academics and leisure time .,B1
Ŝi provis mortigi kulojn.,She was trying to kill a mosquito .,B1
"Ŝi klojis siajn dentojn, kiam ŝi koleregas.",She clenches her teeth when she is furious .,B1
"""Ni iru laŭ la fiŝejo. """,Let 's walk down the fishing pier .,B1
Ĉu vi vidis la novan arton ekspozicion?,Have you seen the new art exhibit ?,B1
Ŝi neniam povis kuiri patkukojn ĝuste.,She could never cook pancakes properly .,B1
Oni alvokis min de ĵurnalistoj dum la tuta tago.,I have been called by reporters all day .,B1
La geedziĝoj de junio estas popularaj tie .,June weddings are popular there .,B1
Ĉu vi aŭdis pri la suda afrika apartismo?,Have you heard about the South African apartheid ?,B1
"Vidu kuraciston, aŭ la infekto povus iĝi pli malbona.","See a doctor , or the infection may get worse .",B1
Restis ne pli ol dek lernantoj en la biblioteko.,There were no more than ten students left in the library .,B1
La policisto donis al mi rapidpunon.,The policeman gave me a speeding ticket .,B1
La konstruaĵoj estis farbitaj arĝenton por similas metalon.,The buildings were painted silver to resemble metal .,B1
"Ili ne povis vidi la vojon laŭ la vojo, ĉar estis mallume.",They could not see their way along the road because it was dark .,B1
Ankaŭ li ne koncentriĝis pri siaj studoj.,He is not focused on his studies either .,B1
Ili havis katojn kaj hundojn same kiel birdojn kaj testudojn.,They had cats and dogs as well as birds and turtles .,B1
Tiu restoracio bezonas mantelon kaj kravaton.,This restaurant requires a coat and tie .,B1
Ĉu estis problemo inter la lernejo kaj via familio en la pasinteco?,Was there a problem between the school and your family in the past ?,B1
Malvarma vetero ekscitas min.,Cold weather makes me tense .,B1
"Mi devas reiri labori ĝis 30-foje, aŭ mi perdos mian laboron.","I have to get back to work by one thirty this time , or I will lose my job .",B1
"Mi alkutimiĝis al longa travojejo, do ne estas problemo por mi vojaĝi tra la urbo .",I 'm used to long commute so it is not a problem for me to travel across the city .,B1
Charlie Brown havas amikon nomatan Por Pen Pen Pens.,Charlie Brown has a friend called Pig Pen .,B1
"Mi ŝatas ĝin, kiam beboj interbatalas.",I love it when babies giggle .,B1
"Mi ne scias kial ĉiuj aspektis surprizitaj, kiam ili sciis, ke ili kaptiĝos.",I do n't know why everyone looked surprised when they knew they would get caught .,B1
Tiutempe nur reĝoj surhavis purpuran veston.,At one time only kings wore purple .,B1
Vi povas skribi esplorpaperon anstataŭ preni la finan ekzamenon.,You may write a research paper instead of taking the final exam .,B1
La flegistino alportis al mi pli da kontraŭdolotilo.,The nurse brought me more painkillers .,B1
Panjo aspektis malfeliĉa kaj havis la brakojn inter la brusto.,Mother looked unhappy and had her arms folded across her chest .,B1
La patrino provis silenti la plorantajn knabojn.,The mother tried to quiet the crying boys .,B1
"Ambaŭ miaj amikoj studos eksterlande venontjare, do mi estas iomete malgaja.",Both of my friends will be studying abroad next year so I am a little sad .,B1
Ni havas kelkajn aferojn por la komitato konsideri .,We have several things for the committee to consider .,B1
La ĉarma knabo havis multajn amikojn .,The charming boy had a lot of friends .,B1
"Mi deziras trovi karieron, kiu lasus min labori kun bestoj.",I wish I could find a career that would let me work with animals .,B1
Ŝi ne havas sufiĉe da mono por elspezi por vojaĝi.,She does n't have enough money to spend on travel .,B1
"Ili tiel pliboniĝis, ekde kiam lia patrino mortis.",They 've gotten along so much better since his mother died .,B1
"Ĉu vi scias, kion fari en krizo?",Do you know what to do in an emergency ?,B1
"Li precize lernis, kion fari, kiam estas tertremo.",He learned exactly what to do when there is an earthquake .,B1
"Eble mi iris kun ili, sed ili ne invitis min.","I might have gone with them , but they did n't invite me .",B1
Ĝi estis konstruita al la lastaj tagoj .,It was built to last a long time .,B1
"Ĉu ĝenas vin komencigi la aŭton, dum mi iras preni la infanojn?",Do you mind getting the car started while I go get the kids ?,B1
Tiuj knabinoj dancis tie kaj praktikis sian rutinon dum semajno kaj poste gajnis premion.,Those girls dancing over there had practiced their routine for a week and later won an award .,B1
Ŝi sendas panon al la bazaro.,She 's bringing bread from the market .,B1
Lia aŭto multe pli rapidas ol la mia.,His car goes a lot faster than mine .,B1
"Nek miaj gepatroj, nek la lernejo estas feliĉa kun mi.",Neither my parents nor the school is happy with me .,B1
Pasigu unue kaj poste pafu la pilkon.,Pass first and then shoot the ball .,B1
"Li estas la nigra, kiu pendas tie.",His is the black one hanging over there .,B1
Li estas la ambasadoro de Ĉinio dum pluraj jaroj.,He has been the ambassador to China for several years .,B1
"La hundo restis ekster la ĉambro, kie lia mastro dormis .",The dog remained outside the room where his master slept .,B1
"Granda, feza besto kuris rekte post mi, sed mi ne scias, kio ĝi estis.","A large , furry animal ran right past me but I do n't know what it was .",B1
La viro akuzis pri ŝtelo poste estis liberigita.,The man charged with stealing was later released .,B1
La filmo temis pri du FBIj .,The movie was about two FBI investigators .,B1
Neniu provis helpi la dronontan viron .,No one tried to help the drowning man .,B1
Ili promenis kun bela vespero tra la parko.,They took a nice evening stroll through the park .,B1
Estis kvieta tago en la parko .,It was a quiet day at the park .,B1
Ili iras al la patro - filino dancos.,They are going to the father - daughter dance .,B1
"Kiam ŝi vidis sian patron ĉe la flughaveno, ŝi subite ploris kaj kuris al li.",When she saw her father at the airport she suddenly cried and ran towards him .,B1
